Datenfluss,数据流,Der Datenfluss zeigt wie Nutzdaten und Steuerinformationen durch die Schichten wandern.（数据流展示用户数据和控制信息如何穿过各层。）
Datenrate,数据率,Die Datenrate beschreibt die Geschwindigkeit der Datenübertragung.（数据率描述数据传输速度。）
Datenübertragung,数据传输,Datenübertragung umfasst Bitübertragung und Schutz auf der Verbindung.（数据传输包括比特传送以及链路上的保护机制。）
DCT,离散余弦变换,DCT wird bei Quellencodierung und Bildkompression eingesetzt.（DCT 用于信源编码和图像压缩。）
DE-NIC,德国互联网域名注册机构,DE-NIC verwaltet die deutsche Top-Level-Domain .de.（DE-NIC 管理德国 .de 顶级域。）
DEE,数据终端设备,DEE bezeichnet Endgeräte an einer Kommunikationsschnittstelle.（DEE 表示通信接口处的数据终端设备。）
Dezimalsystem,十进制系统,Das Dezimalsystem verwendet zehn Ziffern.（十进制系统使用十个数字。）
DHCP,动态主机配置协议,DHCP kann IP-Adressen automatisch an Hosts vergeben.（DHCP 可自动为主机分配 IP 地址。）
Dienst,服务,Ein Dienst beschreibt was eine Schicht für die darüberliegende Schicht leistet.（服务描述一层为上层提供什么功能。）
Dienst-Daten-Einheit,服务数据单元,Eine Dienst-Daten-Einheit entspricht der SDU an einer Schnittstelle.（服务数据单元对应接口处的 SDU。）
Dijkstra-Algorithmus,Dijkstra 最短路算法,Der Dijkstra-Algorithmus berechnet kürzeste Wege in einem Graphen.（Dijkstra 算法用于在图中计算最短路径。）
Distance Vector,距离向量,Distance Vector Routing nutzt Informationen von direkten Nachbarn.（距离向量路由使用直接邻居提供的信息。）
Distanz-Vektor-Algorithmus,距离向量算法,Ein Distanz-Vektor-Algorithmus aktualisiert Routen mit Nachbarinformationen.（距离向量算法用邻居信息更新路由。）
DNS,域名系统,DNS löst Namen wie www.ifi.lmu.de in IP-Adressen auf.（DNS 把 www.ifi.lmu.de 等名称解析为 IP 地址。）
dotted-decimal,点分十进制,IPv4-Adressen werden oft in dotted-decimal notation geschrieben.（IPv4 地址常用点分十进制表示。）
DQDB,分布式队列双总线,DQDB ist ein Beispiel für ein Zugriffsverfahren in Netzen.（DQDB 是网络访问方法的一个例子。）
Drei-Wege-Handschlag,三次握手,Der Drei-Wege-Handschlag entspricht dem 3-Way-Handshake.（Drei-Wege-Handschlag 对应三次握手。）
Drop,丢弃,Ein Router kann ein Paket bei voller Warteschlange droppen.（当队列已满时，路由器可能丢弃分组。）
Dual-Stack,双协议栈,Dual-Stack erlaubt IPv4 und IPv6 parallel auf demselben System.（双协议栈允许同一系统并行使用 IPv4 和 IPv6。）
Duplikat,重复报文,Sequenznummern helfen beim Erkennen von Duplikaten.（序列号有助于识别重复报文。）
Durchsatz,吞吐量,Der Durchsatz beschreibt die pro Zeit erfolgreich übertragene Datenmenge.（吞吐量表示单位时间内成功传输的数据量。）
Dynamic/Private Ports,动态/私有端口,Dynamic/Private Ports werden häufig für kurzlebige Client-Verbindungen verwendet.（动态或私有端口常用于临时客户端连接。）
Dämpfung,衰减,Dämpfung verringert die Signalstärke auf dem Übertragungsmedium.（衰减会降低传输介质上的信号强度。）
E-Mail,电子邮件,E-Mail nutzt Protokolle wie SMTP IMAP oder POP.（电子邮件使用 SMTP、IMAP 或 POP 等协议。）
E2E,端到端,E2E steht für Ende-zu-Ende.（E2E 表示端到端。）
ECN,显式拥塞通知,ECN kann Überlast signalisieren ohne Pakete zu verwerfen.（ECN 可在不丢弃分组的情况下显式通知拥塞。）
EGP,外部网关协议,EGP bezeichnet Routing-Protokolle zwischen autonomen Systemen.（EGP 指自治系统之间的路由协议。）
EIA,电子工业联盟,EIA ist an Standards für Schnittstellen und Verkabelung beteiligt.（EIA 参与接口和布线标准。）
Eigenschaft,性质/特性,Eine wichtige Eigenschaft von TCP ist zuverlässige Übertragung.（TCP 的重要特性之一是可靠传输。）
Einführung,导论/引入,Die Einführung erklärt zuerst Motivation und Grundbegriffe.（导论先解释动机和基本概念。）
Ende-zu-Ende,端到端,Ende-zu-Ende-Kommunikation betrachtet Sender und Empfänger als logische Partner.（端到端通信把发送方和接收方视为逻辑通信伙伴。）
Ende-zu-Ende-Durchsatz,端到端吞吐量,Der Ende-zu-Ende-Durchsatz wird oft durch den Bottleneck begrenzt.（端到端吞吐量常由瓶颈链路限制。）
Ende-zu-Ende-Prinzip,端到端原则,Das Ende-zu-Ende-Prinzip verlagert Funktionen möglichst an die Endsysteme.（端到端原则尽量把功能放到端系统实现。）
Ende-zu-Ende-Verbindung,端到端连接,TCP stellt eine logische Ende-zu-Ende-Verbindung bereit.（TCP 提供逻辑上的端到端连接。）
Endsystem,端系统,Ein Endsystem ist Quelle oder Ziel einer Kommunikation.（端系统是一次通信的源或目的地。）
Entropiecodierung,熵编码,Entropiecodierung reduziert Redundanz anhand statistischer Häufigkeiten.（熵编码根据统计频率减少冗余。）
Erläutern,解释/阐明,Erläutern Sie den Unterschied zwischen verbindungsloser und verbindungsorientierter Kommunikation.（请解释无连接通信和面向连接通信的区别。）
Ermitteln,求出/确定,Ermitteln Sie die MAC-Adresse mithilfe einer ARP-Anfrage.（请借助 ARP 请求确定 MAC 地址。）
Erweiterungs-Header,扩展头,IPv6 nutzt Erweiterungs-Header für optionale Zusatzinformationen.（IPv6 使用扩展头携带可选附加信息。）
ESTABLISHED,已建立状态,ESTABLISHED zeigt bei TCP eine aktive Verbindung an.（ESTABLISHED 表示 TCP 连接已建立。）
Ethernet,以太网,Ethernet ist eine verbreitete Technik der Netzanschlussschicht.（以太网是网络接入层的常见技术。）
Fast Recovery,快速恢复,Fast Recovery setzt nach Fast Retransmit nicht sofort wieder bei Slow Start an.（快速恢复在快速重传后不立即回到慢启动。）
Fast Retransmit,快速重传,Fast Retransmit wiederholt verlorene Segmente vor einem Timeout.（快速重传可在超时前重发丢失的报文段。）
FDDI,光纤分布式数据接口,FDDI ist eine ältere LAN-Technik auf Glasfaserbasis.（FDDI 是一种较早的基于光纤的局域网技术。）
FDMA,频分多址,FDMA teilt das Medium in unterschiedliche Frequenzbereiche auf.（FDMA 把介质划分为不同频段。）
Fehlererkennung,错误检测,Fehlererkennung findet beschädigte Daten durch Prüfbits oder CRC.（错误检测通过校验位或 CRC 发现受损数据。）
Fehlerkorrektur,错误纠正,Fehlerkorrektur kann bestimmte Übertragungsfehler ohne erneutes Senden beheben.（错误纠正可在不重传的情况下修复某些传输错误。）
FFT,快速傅里叶变换,FFT wird zur effizienten Analyse von Frequenzanteilen verwendet.（FFT 用于高效分析频率成分。）
FIN,连接终止标志,FIN markiert bei TCP das Schließen einer Verbindungsrichtung.（FIN 在 TCP 中表示关闭某个连接方向。）
Firmennetz,企业网络,Ein Firmennetz verbindet Systeme innerhalb einer Organisation.（企业网络连接组织内部的系统。）
Flooding,泛洪路由,Flooding sendet eingehende Nachrichten an fast alle Nachbarn weiter.（泛洪路由把收到的消息转发给几乎所有邻居。）
Flow Control,流量控制,Flow Control verhindert dass der Empfänger überlastet wird.（流量控制防止接收方过载。）
Flow Label,流标签,Das IPv6 Flow Label kann Pakete eines Datenflusses markieren.（IPv6 流标签可标记同一数据流的分组。）
Flusskontrolle,流量控制,Flusskontrolle verhindert eine Überlastung des Empfängers.（流量控制防止接收方过载。）
Forwarding,转发,Forwarding leitet ein Paket anhand der Routingtabelle zum nächsten Hop.（转发根据路由表把分组送往下一跳。）
Four-Way-Handshake,四次握手,Ein Four-Way-Handshake kann für bestimmte Verbindungsfreigaben nötig sein.（某些连接释放过程可能需要四次握手。）
Fragment,片段,Ein Fragment entsteht wenn eine Dateneinheit aufgeteilt wird.（片段是数据单元被拆分后形成的部分。）
Fragmentierung,分片,Fragmentierung zerlegt große Pakete in kleinere Fragmente.（分片把大分组拆成较小片段。）
Frame,帧,Ein Frame ist die typische PDU der Sicherungsschicht.（帧通常是数据链路层的协议数据单元。）
Frequenzbereich,频率范围,Der Frequenzbereich bestimmt welche Signale über ein Medium nutzbar sind.（频率范围决定介质上可用的信号范围。）
Fritz-Box,Fritz!Box 家用路由器,Eine Fritz-Box ist ein typischer Router im Heimnetz.（Fritz!Box 是家庭网络中的典型路由器。）
FTP,文件传输协议,FTP ist ein Protokoll der Anwendungsschicht für Dateiübertragung.（FTP 是用于文件传输的应用层协议。）
Gateway,网关,Ein Gateway verbindet unterschiedliche Netze oder Protokollwelten.（网关连接不同网络或不同协议环境。）
Gateway Router,网关路由器,Ein Gateway Router verbindet mehrere Vermittlungsnetze.（网关路由器连接多个交换网络。）
Gegensatz,相反/对比,Im Gegensatz zu TCP ist UDP verbindungslos.（与 TCP 相比，UDP 是无连接的。）
Generator-Polynom,生成多项式,Ein Generator-Polynom bestimmt die CRC-Berechnung.（生成多项式决定 CRC 的计算方式。）
GIOP,通用ORB间协议,GIOP gehört zur Kommunikation in CORBA-Systemen.（GIOP 属于 CORBA 系统中的通信协议。）
Go-Back-N,回退 N 协议,Go-Back-N wiederholt nach einem Verlust mehrere folgende Segmente.（回退 N 协议在丢失后重传多个后续报文段。）
Grundlagen,基础,Die Grundlagen behandeln Schichten Dienste Schnittstellen und Protokolle.（基础部分讨论层、服务、接口和协议。）
Hammingabstand,汉明距离,Der Hammingabstand misst die Anzahl unterschiedlicher Stellen zweier Codewörter.（汉明距离度量两个码字不同位置的数量。）
Handschlag-Protokoll,握手协议,Ein Handschlag-Protokoll synchronisiert Kommunikationspartner.（握手协议用于同步通信双方。）
Header,头部,Ein Header enthält Steuerinformationen einer Protokollschicht.（头部包含某一协议层的控制信息。）
Header Length,头部长度,Header Length gibt die Länge eines Protokollheaders an.（头部长度字段表示协议头部长度。）
Hexadezimalsystem,十六进制系统,Das Hexadezimalsystem wird oft zur kompakten Darstellung von Bytes genutzt.（十六进制常用于紧凑表示字节。）
Hintergrund,背景,Der technische Hintergrund erklärt warum IPv4-Adressen knapp wurden.（技术背景解释了为什么 IPv4 地址变得紧缺。）
Hintergründe,背景资料/来龙去脉,TOR-Hintergründe helfen die Motivation und Funktionsweise zu verstehen.（TOR 的背景资料有助于理解其动机和工作方式。）
Hinweis,提示,Ein Hinweis kann eine Annahme für die Berechnung festlegen.（提示可能给出计算所需的假设。）
Hop-by-Hop,逐跳,Hop-by-Hop-Verarbeitung geschieht an jedem Router entlang des Pfades.（逐跳处理发生在路径上的每台路由器。）
Host,主机,Ein Host ist ein adressierbares Endsystem im Netz.（主机是网络中可寻址的端系统。）
Host-ID,主机号,Die Host-ID identifiziert einen Host innerhalb eines Netzes.（主机号标识某个网络内部的具体主机。）
Hot Potato,热土豆路由,Hot Potato Routing gibt Pakete möglichst schnell an einen Ausgang weiter.（热土豆路由尽快把分组交给某个输出链路。）
HTTP,超文本传输协议,HTTP nutzt häufig TCP zum Transport von Anfragen und Antworten.（HTTP 通常使用 TCP 传输请求和响应。）
HTTP-Request,HTTP 请求,Ein HTTP-Request fordert eine Ressource von einem Server an.（HTTP 请求向服务器请求资源。）
Hub,集线器,Ein Hub verteilt eingehende Signale an alle angeschlossenen Ports.（集线器把收到的信号分发到所有连接端口。）
Hypertext,超文本,Hypertext verknüpft Dokumente über Links.（超文本通过链接连接文档。）
IANA,互联网号码分配机构,IANA verwaltet unter anderem Portnummern und Adressbereiche.（IANA 管理端口号和地址空间等资源。）
ICANN,互联网名称与数字地址分配机构,ICANN koordiniert zentrale Namens- und Nummernressourcen des Internets.（ICANN 协调互联网核心名称和号码资源。）
ICI,接口控制信息,ICI beschreibt Steuerinformationen an einer Dienstschnittstelle.（ICI 表示服务接口处的控制信息。）
ICMP,互联网控制报文协议,ICMP wird für Fehler- und Diagnosemeldungen im Internet verwendet.（ICMP 用于互联网中的错误和诊断消息。）
Identifizieren,识别/找出,Identifizieren Sie die Segmente die zum Verbindungsabbau gehören.（请识别属于连接释放过程的报文段。）
IDU,接口数据单元,Eine IDU besteht aus ICI und ID an einer Schichtgrenze.（IDU 由层间接口处的 ICI 和 ID 组成。）
IEEE,电气与电子工程师协会,IEEE standardisiert viele LAN-Techniken wie Ethernet.（IEEE 标准化了以太网等许多局域网技术。）
IETF,互联网工程任务组,Die IETF entwickelt und veröffentlicht Internet-Standards.（IETF 制定并发布互联网标准。）
IGP,内部网关协议,IGP bezeichnet Routing-Protokolle innerhalb eines autonomen Systems.（IGP 指自治系统内部的路由协议。）
IHL,互联网头部长度,IHL gibt die Länge des IPv4-Headers an.（IHL 表示 IPv4 头部长度。）
IMAP,互联网消息访问协议,IMAP dient dem Zugriff auf E-Mail-Postfächer.（IMAP 用于访问电子邮件邮箱。）
IMP,接口消息处理机,Der IMP war ein früher Paketvermittler im ARPANET.（IMP 是 ARPANET 中早期的分组交换设备。）
Inter-AS,自治系统之间,Inter-AS-Routing verbindet unterschiedliche autonome Systeme.（Inter-AS 路由连接不同自治系统。）
Internet Checksumme,互联网校验和,Die Internet Checksumme ist ein einfaches Prüfsummenverfahren.（互联网校验和是一种简单的校验方法。）
Internet Engineering Task Force,互联网工程任务组,Die Internet Engineering Task Force ist als IETF bekannt.（Internet Engineering Task Force 即 IETF。）
Internet Header Length,互联网头部长度,Internet Header Length bezeichnet das IHL-Feld im IPv4-Header.（Internet Header Length 指 IPv4 头部中的 IHL 字段。）
Internet Message Access Protocol,互联网消息访问协议,Internet Message Access Protocol ist die ausgeschriebene Form von IMAP.（Internet Message Access Protocol 是 IMAP 的全称。）
Internet Protocol Security,互联网协议安全,Internet Protocol Security schützt IP-Kommunikation kryptographisch.（IPsec 对 IP 通信提供密码学保护。）
Internet Protocol Suite,互联网协议族,Die Internet Protocol Suite umfasst Protokolle wie IP TCP und UDP.（互联网协议族包含 IP、TCP、UDP 等协议。）
Internet Service Provider,互联网服务提供商,Ein Internet Service Provider verbindet Kunden mit dem Internet.（互联网服务提供商把客户接入互联网。）
Internet Society,互联网协会,Die Internet Society unterstützt offene Entwicklung des Internets.（互联网协会支持互联网的开放发展。）
Internet-Anwendungsschicht,互联网应用层,Die Internet-Anwendungsschicht umfasst Protokolle wie HTTP und SMTP.（互联网应用层包含 HTTP 和 SMTP 等协议。）
Internet-Schichtenmodell,互联网分层模型,Das Internet-Schichtenmodell ordnet Protokolle funktionalen Schichten zu.（互联网分层模型把协议按功能划分到各层。）
Internetmodell,互联网分层模型,Das Internetmodell gliedert Kommunikation in Anwendung Transport Vermittlung und Netzanschluss.（互联网模型把通信划分为应用、传输、网络和网络接入层。）
Internetworking,互联网络技术,Internetworking verbindet mehrere Netze zu einem größeren Verbundnetz.（互联网络技术把多个网络连接成更大的互联网络。）
Intra-AS,自治系统内部,Intra-AS-Routing findet innerhalb eines autonomen Systems statt.（Intra-AS 路由发生在自治系统内部。）
IP,网际协议,IP transportiert Pakete über mehrere Netze hinweg.（IP 负责跨多个网络传输分组。）
IP-Adresse,IP 地址,Eine IP-Adresse dient zur Adressierung einer Netzschnittstelle.（IP 地址用于寻址一个网络接口。）
IP-Datagramm,IP 数据报,Ein IP-Datagramm trägt Header und Nutzdaten der Vermittlungsschicht.（IP 数据报携带网络层头部和用户数据。）
IP-Header,IP 头部,Der IP-Header enthält Zieladresse Quelladresse und weitere Steuerfelder.（IP 头部包含源地址、目的地址和其他控制字段。）
IP-Paket,IP 分组,Ein IP-Paket wird von Routern anhand der Zieladresse weitergeleitet.（IP 分组由路由器根据目的地址转发。）
